,State,Region,Station,Date,Year,Month,Day,Volume,Duration,Intensity,Season
0,DE,Northeast,LEWES,2020-01-05,2020,1,5,1.0,1.0,1.0,Winter
1,DE,Northeast,LEWES,2020-01-05,2020,1,5,1.0,1.0,1.0,Winter
2,DE,Northeast,LEWES,2020-01-07,2020,1,7,29.0,5.0,5.8,Winter
3,DE,Northeast,LEWES,2020-01-08,2020,1,8,1.0,1.0,1.0,Winter
4,DE,Northeast,LEWES,2020-01-09,2020,1,9,1.0,1.0,1.0,Winter
5,DE,Northeast,LEWES,2020-01-12,2020,1,12,1.0,1.0,1.0,Winter
6,DE,Northeast,LEWES,2020-01-12,2020,1,12,1.0,1.0,1.0,Winter
7,DE,Northeast,LEWES,2020-01-12,2020,1,12,1.0,1.0,1.0,Winter
8,DE,Northeast,LEWES,2020-01-14,2020,1,14,13.0,4.0,3.25,Winter
9,DE,Northeast,LEWES,2020-01-14,2020,1,14,4.0,1.0,4.0,Winter
10,DE,Northeast,LEWES,2020-01-14,2020,1,14,1.0,1.0,1.0,Winter
11,DE,Northeast,LEWES,2020-01-15,2020,1,15,1.0,1.0,1.0,Winter
12,DE,Northeast,LEWES,2020-01-18,2020,1,18,1.0,1.0,1.0,Winter
13,DE,Northeast,LEWES,2020-01-18,2020,1,18,1.0,1.0,1.0,Winter
14,DE,Northeast,LEWES,2020-01-18,2020,1,18,27.0,6.0,4.5,Winter
15,DE,Northeast,LEWES,2020-01-21,2020,1,21,1.0,1.0,1.0,Winter
16,DE,Northeast,LEWES,2020-01-24,2020,1,24,1.0,1.0,1.0,Winter
17,DE,Northeast,LEWES,2020-01-25,2020,1,25,1.0,1.0,1.0,Winter
18,DE,Northeast,LEWES,2020-01-25,2020,1,25,149.0,7.0,21.285714285714285,Winter
19,DE,Northeast,LEWES,2020-01-27,2020,1,27,1.0,1.0,1.0,Winter
20,DE,Northeast,LEWES,2020-01-30,2020,1,30,1.0,1.0,1.0,Winter
21,DE,Northeast,LEWES,2020-01-31,2020,1,31,6.0,4.0,1.5,Winter
22,DE,Northeast,LEWES,2020-02-01,2020,2,1,1.0,1.0,1.0,Winter
23,DE,Northeast,LEWES,2020-02-01,2020,2,1,10.0,2.0,5.0,Winter
24,DE,Northeast,LEWES,2020-02-02,2020,2,2,6.0,2.0,3.0,Winter
25,DE,Northeast,LEWES,2020-02-02,2020,2,2,1.0,1.0,1.0,Winter
26,DE,Northeast,LEWES,2020-02-03,2020,2,3,1.0,1.0,1.0,Winter
27,DE,Northeast,LEWES,2020-02-05,2020,2,5,3.0,2.0,1.5,Winter
28,DE,Northeast,LEWES,2020-02-05,2020,2,5,15.0,3.0,5.0,Winter
29,DE,Northeast,LEWES,2020-02-06,2020,2,6,15.0,4.0,3.75,Winter
30,DE,Northeast,LEWES,2020-02-06,2020,2,6,9.0,3.0,3.0,Winter
31,DE,Northeast,LEWES,2020-02-06,2020,2,6,94.0,13.0,7.230769230769231,Winter
32,DE,Northeast,LEWES,2020-02-07,2020,2,7,34.0,5.0,6.8,Winter
33,DE,Northeast,LEWES,2020-02-07,2020,2,7,7.0,1.0,7.0,Winter
34,DE,Northeast,LEWES,2020-02-08,2020,2,8,1.0,1.0,1.0,Winter
35,DE,Northeast,LEWES,2020-02-08,2020,2,8,1.0,1.0,1.0,Winter
36,DE,Northeast,LEWES,2020-02-10,2020,2,10,1.0,1.0,1.0,Winter
37,DE,Northeast,LEWES,2020-02-10,2020,2,10,1.0,1.0,1.0,Winter
38,DE,Northeast,LEWES,2020-02-10,2020,2,10,1.0,1.0,1.0,Winter
39,DE,Northeast,LEWES,2020-02-10,2020,2,10,2.0,1.0,2.0,Winter
40,DE,Northeast,LEWES,2020-02-11,2020,2,11,6.0,4.0,1.5,Winter
41,DE,Northeast,LEWES,2020-02-11,2020,2,11,1.0,1.0,1.0,Winter
42,DE,Northeast,LEWES,2020-02-11,2020,2,11,63.0,8.0,7.875,Winter
43,DE,Northeast,LEWES,2020-02-12,2020,2,12,2.0,2.0,1.0,Winter
44,DE,Northeast,LEWES,2020-02-12,2020,2,12,4.0,2.0,2.0,Winter
45,DE,Northeast,LEWES,2020-02-13,2020,2,13,2.0,1.0,2.0,Winter
46,DE,Northeast,LEWES,2020-02-13,2020,2,13,1.0,1.0,1.0,Winter
47,DE,Northeast,LEWES,2020-02-13,2020,2,13,1.0,1.0,1.0,Winter
48,DE,Northeast,LEWES,2020-02-13,2020,2,13,8.0,5.0,1.6,Winter
49,DE,Northeast,LEWES,2020-02-13,2020,2,13,3.0,1.0,3.0,Winter
50,DE,Northeast,LEWES,2020-02-13,2020,2,13,1.0,1.0,1.0,Winter
51,DE,Northeast,LEWES,2020-02-19,2020,2,19,4.0,3.0,1.3333333333333333,Winter
52,DE,Northeast,LEWES,2020-02-19,2020,2,19,1.0,1.0,1.0,Winter
